cityId;codeIataCity;codeIso2Country;nameCity;latitudeCity;longitudeCity;timezone;GMT;nameTranslations;popularity;geonameId;;
1578;CWP;PK;Campbellpore;33,766666;72,433334;Asia/Karachi;5;Campbellpore,????????????,?????;0;0;;
1579;CWR;AU;Cowarie;-27,716667;138,33333;Australia/Adelaide;11;Cowarie,Cowarie,??????,???;0;0;;
1580;CWS;US;Center Island;47,485;-122,83139;America/Los_Angeles;-8;Center Island,?????? ??????,???;0;0;;
1581;CWT;AU;Cowra;-33,855;148,64667;Australia/Sydney;11;Cowra,?????,Cowra,??;0;2170139;;
1582;CWW;AU;Corowa;-35,966667;146,35;Australia/Sydney;11;Corowa,??????,???;0;2170260;;
1583;CWX;US;Willcox;32,25285;-109,83201;America/Phoenix;-7;Willcox;0;5321088;;
1584;CXA;VE;Caicara Del Orinoco;7,533333;-66,15;America/Caracas;-5;Caicara de Oro,Caicara Del Orinoco,??????? ???? ???????,???????????;0;0;;
1585;CXB;BD;Cox's Bazar;21,45;91,96667;Asia/Dhaka;6;Cox's Bazar,Cox's Bazar,Cox's Bazar,Cox's Bazar,Cox's Bazar,????????????,Bazar;0;1205733;;
1586;CXC;US;Chitina;61,583332;-144,42778;America/Anchorage;-9;Chitina,??????;0;5859304;;
1587;CXF;US;Coldfoot;67,26667;-150,16667;America/Anchorage;-9;Coldfoot,Coldfoot,Coldfoot,Coldfoot,???????;0;0;;
1588;CXI;KI;Christmas Island;1,966667;-157,45;Pacific/Kiritimati;14;Christmas Island,Christmas Island,Christmas Island,;0;0;;
1589;CXJ;BR;Caxias Do Sul;-29,166668;-51,183334;America/Sao_Paulo;-2;Caxias do Sul,Caxias Do Sul,Caxias do Sul,Caxias do Sul,Caxias do Sul,??????-??-???,???????????? / ????????????,Caxias Do Sul,?????;0;3466537;;
1590;CXL;US;Calexico;32,666668;-115,51667;America/Los_Angeles;-8;Calexico,?????????,Calexico,?????;0;5332698;;
1591;CXN;SO;Candala;11,5;49,916668;Africa/Mogadishu;3;Candala,???????;0;0;;
1592;CXO;US;Conroe;30,316668;-95,45;America/Chicago;-6;Conroe,?????,Conroe,??;0;4682991;;
1593;CXP;ID;Cilacap;-7,733333;109;Asia/Jakarta;7;Cilacap,Cilacap,???????,????????,Cilacap,???;0;0;;
1594;CXQ;AU;Christmas Creek;-18,866667;125,916664;Australia/Perth;8;Christmas Creek,Christmas Creek,????????-????,???;0;0;;
1595;CXT;AU;Charters Towers;-20,046667;146,26917;Australia/Brisbane;10;Charters Towers,Charters Towers,???????-??????,????;0;2171722;;
1596;CXY;BS;Cat Cays;25,416668;-77,816666;America/Nassau;-5;Cat Cay,Cat Cays,??? ????,???;0;3572924;;
1597;CYA;HT;Les Cayes;18,269722;-73,78833;America/Port-au-Prince;-5;Les Cayes,Les Cayes,?? ???;0;3728097;;
1598;CYB;KY;Cayman Brac Island;19,690191;-79,87941;America/Cayman;-5;Cayman Brac,Cayman Brac Island,Cayman Brac,Cayman Brac,Cayman Brac,?????? ????,??????????? / ???????????????,Cayman Brac Is,?????;0;3580475;;
1599;CYC;BZ;Caye Chapel;17,666668;-88,833336;America/Belize;-6;Caye Chapel,Caye Chapel,Caye Chapel,Caye Chapel,Caye Chapel,????-?????,?????????,Caye Chapel;0;3581164;;
1600;CYE;US;Crystal Lake;41,210278;-75,83222;America/New_York;-5;Chrystal Lake,Crystal Lake,??. ???????,???????;0;0;;
1601;CYF;US;Chefornak;60,216667;-164,2;America/Nome;-9;Chefornak,Chefornak,Chefornak,Chefornak,Chefornak,?????????,Chefornak;0;5859048;;
1602;CYG;AU;Corryong;-36,25;147,9;Australia/Sydney;11;Corryong,????????,??;0;2178174;;
1603;CYI;TW;Chiayi;23,466667;120,38333;Asia/Taipei;8;Chiayi,Chiayi,?????,??????? / ???????,Chiayi;0;1678834;;
1604;CYL;HN;Coyoles;15;-86,5;America/Tegucigalpa;-6;Coyoles,Coyoles,???????;0;3608248;;
1605;CYM;US;Chatham;57,5;-135;America/Juneau;-9;Chatham,?????;0;5554072;;
1606;CYO;CU;Cayo Largo Del Sur;21,616667;-81,51667;America/Havana;-5;Cayo Largo Del Sur,Cayo Largo Del Sur,???? ??????? ??????,?????????????????,Cayo Largo Del Sur,???;0;0;;
1607;CYP;PH;Calbayog;12,075833;124,54305;Asia/Manila;8;Calbayog,Calbayog,Calbayog,Calbayog,Calbayog,????????,????????,Calbayog;0;1720402;;
1608;CYR;UY;Colonia;-34,166668;-57,5;America/Montevideo;-2;Colonia,???????,Colonia;0;0;;
1609;CYS;US;Cheyenne;41,1399814;-104,8202462;America/Denver;-7;Cheyenne,Cheyenne,Cheyenne,Cheyenne,Cheyenne,??????,??????? / ???????,Cheyenne,??;16;5821086;;
1610;CYT;US;Yakataga;60,08;-142,49445;America/Anchorage;-9;Yakataga,Yakataga,???????;0;0;;
1611;CYU;PH;Cuyo;10,883333;121;Asia/Manila;8;Cuyo,Cuyo,????;0;0;;
1612;CYW;MX;Celaya;20,55;-100,9;America/Mexico_City;-6;Celaya;0;4014875;;
1613;CYX;RU;Cherskiy;68,75;161,35;Asia/Magadan;11;Cherskiy,Cherskiy,Cherskiy,Cherskiy,Cherskiy,???????,?????????,Cheyenne;0;0;;
1614;CYZ;PH;Cauayan;16,93;121,75584;Asia/Manila;8;Cauayan,Cauayan,Cauayan,Cauayan,Cauayan,???????,??????,Cauayan;0;0;;
1615;CZA;MX;Chichen Itza;20,666668;-88,566666;America/Merida;-6;Chichen Itza,?????-???,Chichen Itza,????;0;3514876;;
1616;CZB;BR;Cruz Alta;-28,641666;-53,558334;America/Sao_Paulo;-2;Cruz Alta,Cruz Alta,????-????,??????;0;3447423;;
1617;CZC;US;Copper Centre;61,966667;-145,3;America/Anchorage;-9;Copper Center,Copper Centre,?????? ??????;0;0;;
1618;CZE;VE;Coro;11,415833;-69,681946;America/Caracas;-4;Coro,Coro,Coro,Coro,????,?????,Coro,??;0;3645213;;
1619;CZF;US;Cape Romanzof;61,781113;-166,03639;America/Nome;-9;Cape Romanzof,????-????????;0;0;;
1620;CZH;BZ;Corozal;18,383333;-88,416664;America/Belize;-6;Corozal,Corozal,Corozal,Corozal,Corozal,???????,???????,Corozal,????;0;3582305;;
1621;CZJ;PA;Corazon De Jesus;9,570556;-79,368614;America/Panama;-5;Corazon de Jesus,Corazon De Jesus,Corazon De Jesus,Corazon De Jesus,Corazon De Jesus,????????-??-?????,???????????????,Corazon De Jesus;0;0;;
1622;CZK;US;Cascade Locks;45,666668;-121,9;America/Los_Angeles;-8;Cascade Locks,Cascade Locks,??????? ????,???????;0;5718132;;
1623;CZL;DZ;Constantine;36,286476;6,618425;Africa/Algiers;1;Constantine,Constantine,Constantine,Constantine,Constantine,???????????,??????????,Constantine,????;0;2501152;;
1624;CZM;MX;Cozumel;20,5112;-86,930466;America/Cancun;-6;Cozumel,Cozumel,Cozumel,Cozumel,Cozumel,???????,??????? / ???????,Cozumel,????;0;3521342;;
1625;CZN;US;Chisana;62,07083;-142,05;America/Anchorage;-9;Chisana,Chisana,Chisana,Chisana,Chisana,??????,Chisana;0;0;;
1626;CZO;US;Chistochina;62,566666;-144,66667;America/Anchorage;-9;Chistochina,??????????;0;5859295;;
1627;CZP;US;Cape Pole;55,966667;-133,78528;America/Juneau;-9;Cape Pole,????-????;0;5845149;;
1628;CZS;BR;Cruzeiro Do Sul;-7,583333;-72,78333;America/Rio_Branco;-5;Cruzeiro Do Sul,Cruzeiro Do Sul,Cruzeiro Do Sul,Cruzeiro Do Sul,Cruzeiro Do Sul,????????-??-???,?????????????,Cruzeiro Do Sul,????;0;0;;
1629;CZT;US;Carrizo Springs;28,516666;-99,86667;America/Chicago;-6;Carrizo Springs,??????? ???????,????????;0;0;;
1630;CZU;CO;Corozal;9,3375;-75,282776;America/Bogota;-5;Corozal,Corozal,Corozal,Corozal,Corozal,????????,???????,Las Brujas;0;0;;
1631;CZW;PL;Czestochowa;50,816666;19,1;Europe/Warsaw;1;Czestochowa,??????????,?????;0;3093133;;
1632;CZX;CN;Changzhou;31,914116;119,77976;Asia/Shanghai;8;Changzhou,Changzhou,Changzhou,Changzhou,Changzhou,???????,??????,Changzhou,??;0;1799962;;
1633;CZY;AU;Cluny;-24,516666;139,53334;Australia/Brisbane;10;Cluny,Cluny,?????,???;0;0;;
1634;CZZ;US;Campo;37,1;-102,583336;America/Los_Angeles;-8;Campo,?????,??;0;0;;
1635;DAA;US;Fort Belvoir;37,5;-78,75;America/New_York;-5;Fort Belvoir,Fort Belvoir,???? ???????,???;0;7257902;;
1636;DAB;US;Daytona Beach;29,185192;-81,06083;America/New_York;-5;Daytona Beach,Daytona Beach,Daytona Beach,Daytona Beach,Daytona Beach,??????? ???,???????????,Daytona Beach,?????;0;4152872;;
1637;DAC;BD;Dhaka;23,848648;90,405876;Asia/Dhaka;6;Dhaka,Dhaka,Dacca,Dacca,Dacca,?????,????,Zia Uluslaras? Havaliman?,??;6;1185241;;
1638;DAD;VN;Da Nang;16,055399;108,20298;Asia/Ho_Chi_Minh;7;Da Nang,Da Nang,Da Nang,Da Nang,Da Nang,??????,?????,Da Nang,??;2;1583992;;
1639;DAF;PG;Daup;-4,733333;144,95;Pacific/Port_Moresby;10;Daup,Daup,????;0;2098304;;
1640;DAG;US;Daggett;34,25;-117,333336;America/Los_Angeles;-8;Daggett,???????,Daggett;0;5341365;;
1641;DAH;YE;Dathina;13,866667;46,13333;Asia/Aden;3;Dathina,Dathina,??????;0;0;;
1642;DAJ;AU;Dauan Island;-9,433333;142,53334;Australia/Brisbane;10;Dauan Island,Dauan Island,????? ??????,???;0;0;;
1643;DAK;EG;Dakhla Oasis;25,414722;28,999166;Africa/Cairo;2;Dakhla Oasis,Dakhla Oasis,?????,Dakhla Oasis,?????;0;0;;
1644;DAM;SY;Damascus;33,41117;36,51249;Asia/Damascus;2;Damaskus,Damascus,??????,????????,Damascus,????;4;170654;;
1645;DAN;US;Danville;36,573055;-79,335;America/New_York;-5;Danville,???????,Danville,???;0;4755280;;
1646;DAO;PG;Dabo;-8,433056;147,84944;Pacific/Port_Moresby;10;Dabo,Dabo,????;0;0;;
1647;DAP;NP;Gokuleshwar;29,666668;80,5;Asia/Kathmandu;6;Darchula,Gokuleshwar,??????????;0;0;;
1648;DAR;TZ;Dar Es Salaam;-6,873533;39,20211;Africa/Dar_es_Salaam;3;Daressalam,Dar Es Salaam,Dar Es Salaam,Dar Es Salaam,Dar Es Salaam,???-??-?????,????-???-?????,Dar Es Salaam,??????;0;160263;;
1649;DAS;CA;Great Bear Lake;66,70306;-119,712776;America/Yellowknife;-7;Great Bear Lake,????? ???? ????,???;0;0;;
1650;DAT;CN;Datong;40,05554;113,48136;Asia/Shanghai;8;Datong,Datong,Datong,Datong,Datong,?????,?????,Datong,??;0;2037799;;
1651;DAU;PG;Daru;-9,08351;143,20605;Pacific/Port_Moresby;10;Daru,Daru,Daru,Daru,Daru,????,????,Daru;0;2098329;;
1652;DAV;PA;David;8,383333;-82,433334;America/Panama;-5;David,David,David,David,David,?????,?????,David,???;2;3711668;;
1653;DAX;CN;Daxian;31,135012;107,42689;Asia/Shanghai;8;Daxian,Daxian,Daxian,Daxian,Daxian,??????,?????????,Daxian,??;0;0;;
1654;DAY;US;Dayton;39,7589478;-84,1916069;America/New_York;-5;Dayton,Dayton,Dayton,Dayton,Dayton,??????,???????,Dayton,??;0;4509884;;
1655;DAZ;AF;Darwaz;38,466667;70,88333;Asia/Kabul;5;Darwaz,Darwaz,??????;0;0;;
1656;DBA;PK;Dalbandin;28,883333;64,416664;Asia/Karachi;5;Dalbandin,Dalbandin,Dalbandin,Dalbandin,Dalbandin,?????????,?????????,????;0;0;;
1657;DBB;EG;Dabaa City;30,924444;28,46139;Africa/Cairo;2;Dabaa City,????? ????;0;361612;;
1658;DBD;IN;Dhanbad;23,783333;86,45;Asia/Kolkata;6;Dhanbad,Dhanbad,???????,???;0;1272175;;
1659;DBM;ET;Debra Marcos;10,319444;37,743057;Africa/Addis_Ababa;3;Debra Marcos,Debra Marcos,?????-??????,Debra Marcos,??????;0;0;;
1660;DBN;US;Dublin;32,561943;-82,986115;America/New_York;-5;Dublin,??????;0;4192205;;
1661;DBO;AU;Dubbo;-32,218822;148,56956;Australia/Sydney;11;Dubbo,Dubbo,Dubbo,Dubbo,Dubbo,?????,?????,Dubbo,??;0;2168305;;
1662;DBP;PG;Debepare;-6,283333;141,9;Pacific/Port_Moresby;10;Debepare,Debepare,????????;0;0;;
1663;DBQ;US;Dubuque;42,41;-90,71083;America/Chicago;-6;Dubuque,Dubuque,Dubuque,Dubuque,Dubuque,?????,???????,Dubuque,???;0;4854529;;
1664;DBS;US;Dubois;44,166668;-112,23333;America/Boise;-7;Dubois,Dubois,?????,???;0;5596475;;
1665;DBT;ET;Debra Tabor;11,968056;38,025276;Africa/Addis_Ababa;3;Debra Tabor,Debra Tabor,????? ?????,Debra Tabor,??????;0;0;;
1666;DBU;LK;Dambula;7,86;80,651665;Asia/Colombo;6;Dambula,???????;0;0;;
1667;DBV;HR;Dubrovnik;42,56072;18,260616;Europe/Zagreb;1;Dubrovnik,Dubrovnik,Dubrovnik,Dubrovnik,Ragusa,?????????,?????????,Dubrovnik,??????;8;3201047;;
1668;DBY;AU;Dalby;-27,15;151,26666;Australia/Brisbane;10;Dalby,Dalby,?????,Dalby,???;0;2146268;;
1669;DCI;IT;Decimomannu;39,35;8,966667;Europe/Rome;1;Decimomannu,???????????;0;2524865;;
1670;DCK;US;Dahl Creek;66,95;-156,9;America/Anchorage;-9;Dahl Creek,Dahl Creek,??? ????;0;0;;
1671;DCM;FR;Castres;43,555832;2,284167;Europe/Paris;1;Castres,Castres,Castres,Castres,Castres,?????,???????????????,Castres,???;0;3028263;;
1672;DCP;CA;Cabin Plant;0;0;America/Vancouver;-8;Cabin Plant;0;0;;
1673;DCR;US;Decatur;40,833332;-84,933334;America/Indiana/Indianapolis;-5;Decatur,????????,???;0;4920423;;
1674;DCT;BS;Duncan Town;22,25;-75,75;America/Nassau;-5;Duncan Town,Duncan Town,?????? ????,???;0;0;;
1675;DCU;US;Decatur;34,6;-86,98333;America/Chicago;-6;Decatur,Decatur,????????,Decatur,???;0;4058553;;
1676;DCY;CN;Daocheng;38,70436;-87,24733;Asia/Shanghai;8;Daocheng;0;0;;
1677;DDC;US;Dodge City;37,761665;-99,965;America/Chicago;-6;Dodge City,Dodge City,Dodge City,Dodge City,Dodge City,???? ????,??????????,Dodge City,???;0;5445298;;
1678;DDG;CN;Dandong;40,032368;124,28081;Asia/Shanghai;8;Dandong,Dandong,Dandong,Dandong,Dandong,???????,?????,Dandong,??;0;2037886;;
1679;DDI;AU;Daydream Island;-20,266666;148,81667;Australia/Brisbane;10;Daydream Island,Daydream Island,??????? ??????,???????? Is,Daydream Is;0;0;;
1680;DDM;PG;Dodoima;-8,483333;145,16667;Pacific/Port_Moresby;10;Dodoima,Dodoima,???????,Dodoima;0;2088122;;
1681;DDN;AU;Delta Downs;-16,916668;141,3;Australia/Brisbane;10;Delta Downs,Delta Downs,??????-?????,??????;0;0;;
1682;DDP;PR;Dorado;18,483334;-66,15;America/Puerto_Rico;-4;Dorado,Dorado,??????,???;0;4564133;;
1683;DDU;PK;Dadu;26,75;67,75;Asia/Karachi;5;Dadu,Dadu,????,??;0;0;;
1684;DEA;PK;Dera Ghazi Khan;29,960556;70,485275;Asia/Karachi;5;Dera Ghazi Khan,Dera Ghazi Khan,Dera Ghazi Khan,Dera Ghazi Khan,Dera Ghazi Khan,???? ???? ???,????????????,Dera Ghazi Khan,?????;0;1169825;;
1685;DEB;HU;Debrecen;47,55;21,7;Europe/Budapest;1;Debrecen,Debrecen,Debrecen,Debrecen,Debrecen,????????,????????,Debrecen,????;0;721472;;
1686;DEC;US;Decatur;39,834167;-88,868614;America/Chicago;-6;Decatur,Decatur,Decatur,Decatur,Decatur,????????,????????? / ?????????,Decatur,???;0;4236895;;
1687;DED;IN;Dehra Dun;30,316668;78,03333;Asia/Kolkata;6;Dehra Dun,Dehra Dun,Dehra Dun,Dehra Dun,Dehra Dun,?????????,?????????,Dehra Dun,???;0;1273313;;
1688;DEE;RU;Yuzhno-Kurilsk;43,9584;145,683;Asia/Sakhalin;11;Yuzhno-Kurilsk,????-????????;0;0;;
1689;DEF;IR;Dezful;32,438828;48,38468;Asia/Tehran;4;Dezful,Dezful,???????,??????;0;0;;
1690;DEH;US;Decorah;43,3;-91,8;America/Chicago;-6;Decorah,??????,Decorah,???;0;4880889;;
1691;DEI;SC;Denis Island;-3,8;55,666668;Indian/Mahe;4;Denis Island,Denis Island,????? ??????,????;0;241274;;
1692;DEL;IN;New Delhi;28,556555;77,10079;Asia/Kolkata;6;Neu-Delhi,New Delhi,Nueva Delhi,New Delhi,Nuova Delhi,????,??????? ,New Delhi,???;120;1273294;;
1693;DEM;ET;Dembidollo;8,571111;34,88333;Africa/Addis_Ababa;3;Dembidollo,??????????,Dembidollo,????;0;0;;
1694;DEN;US;Denver;39,7391536;-104,9847034;America/Denver;-7;Denver,Denver,Denver,Denver,Denver,??????,????????,Denver,??;14;5419384;;
1695;DEO;US;Dearborn;42,3;-83,166664;America/Detroit;-5;Dearborn,????????;0;0;;
1696;DEP;IN;Deparizo;27,35;94;Asia/Kolkata;6;Deparizo,????????;0;0;;
1697;DER;PG;Derim;-6,1;147,08333;Pacific/Port_Moresby;10;Derim,?????,Derim;0;2098218;;
1698;DES;SC;Desroches;-5,683333;53,683334;Indian/Mahe;4;Desroches,?????,???;0;0;;
1699;DEY;CN;Deyang;0;0;Asia/Shanghai;8;Deyang;0;0;;
1700;DEZ;SY;Deirezzor;35,28755;40,186806;Asia/Damascus;2;Deirezzor,Deirezzor,????-??-???,??????????,Deirezzor,Deirezzor;0;0;;
1701;DFI;US;Defiance;41,283333;-84,36667;America/Indiana/Indianapolis;-5;Defiance,???????,Defiance,????;0;4920423;;
1702;DFP;AU;Drumduff;-16;143,33333;Australia/Brisbane;10;Drumduff,Drumduff,????????,???;0;0;;
1703;DFW;US;Dallas;32,802955;-96,769923;America/Chicago;-6;Dallas,Dallas,Dallas,Dallas,Dallas,??????,???? ????? (??????),Dallas;10;4684888;;
1704;DGA;BZ;Dangriga;17,183332;-88,566666;America/Belize;-6;Dangriga,Dangriga,Dangriga,Dangriga,Dangriga,????????,???????,Dangriga,????;0;3582228;;
1705;DGB;US;Danger Bay;58,083332;-152,75;America/Anchorage;-9;Danger Bay,Danger Bay,?????? ???;0;0;;
1706;DGC;ET;Degahbur;8,233333;43,583332;Africa/Addis_Ababa;3;Degahbur,???????,????;0;339594;;
1707;DGD;AU;Dalgaranga;-27,818056;117,30139;Australia/Perth;8;Dalgaranga,Dalgaranga,??????????,Dalgaranga;0;0;;
1708;DGE;AU;Mudgee;-32,566666;149,61667;Australia/Sydney;11;Mudgee,Mudgee,Mudgee,Mudgee,Mudgee,?????,?????,Mudgee,??;0;2156404;;
1709;DGF;CA;Douglas Lake;50,166668;-120,183334;America/Vancouver;-8;Douglas Lake,Douglas Lake,?????? ????,??????;0;0;;
1710;DGG;PG;Daugo;68,03;-162,9;Pacific/Port_Moresby;10;Daugo,?????;0;0;;
1711;DGK;MZ;Dugong;6,90028;124,855;Africa/Maputo;2;Dugong,??????;0;0;;
1712;DGM;LK;Dongguan;23,03;113,74;Asia/Colombo;6;Dongguan,Dongguan,????????,??;0;0;;
1713;DGN;US;Dahlgren;38,2;-88,683334;America/New_York;-5;Dahlgren,Dahlgren,???????,???;0;0;;
1714;DGO;MX;Durango;24,125;-104,525;America/Monterrey;-6;Durango,Durango,Durango,Durango,Durango,???????,???????,Durango,????;0;4011743;;
1715;DGP;LV;Daugavpils;55,88333;26,533333;Europe/Riga;2;Daugavpils,??????????,Daugavpils,??????;0;460413;;
1716;DGR;NZ;Dargaville;-35,933334;173,88333;Pacific/Auckland;13;Dargaville,Dargaville,?????????,????;0;2191911;;
1717;DGT;PH;Dumaguete;9,332543;123,29601;Asia/Manila;8;Dumaguete,Dumaguete,Dumaguete,Dumaguete,Dumaguete,????????,????????,Dumaguete,????;0;1714201;;
1718;DGU;BF;Dedougou;12,466667;-3,483333;Africa/Ouagadougou;0;Dedougou,??????;0;0;;
1719;DGW;US;Douglas;42,75;-105,4;America/Denver;-7;Douglas,??????,????;0;5823516;;
1720;DHA;SA;Dhahran;26,39286;50,17475;Asia/Riyadh;3;Dhahran,??????,Zahran,???;0;109323;;
1721;DHB;US;Deer Harbor;48,618397;-123,00596;America/Los_Angeles;-8;Deer Harbor,Deer Harbor,Deer Harbor,Deer Harbor,???? ??????? ?????? (??????????);0;5795104;;
1722;DHD;AU;Durham Downs;-26,1;149,08333;Australia/Brisbane;10;Durham Downs,Durham Downs,??????-?????,?????;0;0;;
1723;DHI;NP;Dhangarhi;28,683332;80,63333;Asia/Kathmandu;6;Dhangarhi,Dhangarhi,Dhangarhi,Dhangarhi,Dhangarhi,??????????,?????????;0;1283467;;
1724;DHL;YE;Dhala;13,7375;44,729168;Asia/Aden;3;Dhala,Dhala,?????;0;0;;
1725;DHM;IN;Dharamsala;32,3;76,26667;Asia/Kolkata;6;Dharamsala,Dharamsala,??????????,?????????,Dharamsala;0;1263967;;
1726;DHN;US;Dothan;31,32;-85,44833;America/Chicago;-6;Dothan,Dothan,Dothan,Dothan,Dothan,?????,?????,Dothan,??;4;4059102;;
1727;DHO;CA;Horn River;0;0;America/Vancouver;-8;Horn River;0;0;;
1728;DHR;NL;Den Helder;52,95;4,75;Europe/Amsterdam;1;Den Helder,???-??????;0;2759794;;
1729;DHT;US;Dalhart;36,066666;-102,51667;America/Chicago;-6;Dalhart,???????,????;0;5520552;;
1730;DIB;IN;Dibrugarh;27,482908;95,021065;Asia/Kolkata;6;Dibrugarh,Dibrugarh,Dibrugarh,Dibrugarh,Dibrugarh,?????????,??????????,Dibrugarh,?????;0;1272648;;
1731;DIE;MG;Antsiranana;-12,346111;49,2925;Indian/Antananarivo;3;Antsiranana,Antsiranana,Antsiranana,Antsiranana,Antsiranana,??????????,?????????????,Antsiranana;0;1069128;;
1732;DIG;CN;Diqing;27,789722;99,67778;Asia/Shanghai;8;Diqing,Diqing,Diqing,Diqing,Diqing,?????,??????,Diqing,??????;0;1906108;;
1733;DIJ;FR;Dijon;47,270832;5,088889;Europe/Paris;1;Dijon,Dijon,Dijon,Dijon,Digione,?????,????,Dijon,??;0;3021372;;
1734;DIK;US;Dickinson;46,833332;-102,9;America/Boise;-7;Dickinson,Dickinson,Dickinson,Dickinson,Dickinson,????????,?????????,Dickinson,???;0;5688789;;
1735;DIL;TL;Dili;-8,549616;125,525;Asia/Dili;9;Dili,Dili,Dili,Dili,Dili,????,????,Dili;0;1645457;;
1736;DIM;CI;Dimbokro;6,75;-4,766667;Africa/Abidjan;0;Dimbokro,????????;0;0;;
1737;DIN;VN;Dien Bien Phu;21,383333;103;Asia/Ho_Chi_Minh;7;Bien Phu,Dien Bien Phu,Dien Bien Phu,Di;0;1583477;;
1738;DIO;US;Diomede Island;65,75;-168,95;America/Nome;-9;Diomede Island,Diomede Island,Diomede Island,Diomede Island,?????? ????????????;0;0;;
1739;DIP;BF;Diapaga;12,033333;2,033333;Africa/Ouagadougou;0;Diapaga,Diapaga,???????;0;0;;
1740;DIQ;BR;Divinopolis;-20,181389;-44,869446;America/Sao_Paulo;-2;Divinopolis,Divinopolis,???????????,????;0;3465624;;
1741;DIR;ET;Dire Dawa;9,61338;41,857994;Africa/Addis_Ababa;3;Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,Dire Dawa,????????,????????,Dire Dawa,????;0;0;;
1742;DIS;CG;Loubomo;-4,205556;12,661389;Africa/Brazzaville;1;Loubomo,Loubomo,??????,???;0;2258261;;
1743;DIU;IN;Diu;20,716667;70,916664;Asia/Kolkata;6;Diu,Diu,Diu,Diu,Diu,???,????,Diu,??;0;1272502;;
1744;DIV;CI;Divo;5,8;-5,25;Africa/Abidjan;0;Divo,????;0;2289887;;
1745;DIW;LK;Dickwella;5,990751;80,73323;Asia/Colombo;6;Dickwella,????????,????????,????;0;0;;
1746;DIY;TR;Diyarbakir;37,903873;40,20458;Europe/Istanbul;2;Diyarbakır,Diyarbakir,Diyarbak?r,Diyarbak?r,Diyarbakir,?????????,????????????,Diyarbakir,?????;0;316541;;
1747;DJA;BJ;Djougou;9,7;1,666667;Africa/Porto-Novo;1;Djougou,Djougou,?????;0;0;;
1748;DJB;ID;Jambi;-1,630432;103,63936;Asia/Jakarta;7;Jambi,Jambi,Jambi,Jambi,Jambi,??????,?????,Jambi,??;0;1642858;;
1749;DJE;TN;Djerba;33,87118;10,775145;Africa/Tunis;1;Djerba,Djerba,Djerba,Djerba,Djerba,??????,??????? / ?????????,Djerba,???;0;7911272;;
1750;DJG;DZ;Djanet;24,465279;9,488889;Africa/Algiers;1;Djanet,Djanet,Djanet,Djanet,Djanet,?????,?????? / ????????,Djanet,???;0;2500275;;
1751;DJJ;ID;Jayapura;-2,569887;140,51299;Asia/Jayapura;9;Jayapura,Jayapura,Jayapura,Jayapura,Jayapura,????????,????????,Jayapura,????;0;2082460;;
1752;DJM;CG;Djambala;-2,533333;14,75;Africa/Brazzaville;1;Djambala,Djambala,????????,???;0;0;;
1753;DJN;US;Delta Junction;64,03333;-145,68333;America/Anchorage;-9;Delta Junction,Delta Junction,Delta Junction,Delta Junction,Delta Junction,?????-????????,Delta Junction;0;0;;
1754;DJO;CI;Daloa;6,866944;-6,466667;Africa/Abidjan;0;Daloa,?????;0;0;;
1755;DJU;IS;Djupivogur;64,650276;-14,268333;Atlantic/Reykjavik;0;Djupivogur,??????????,Djupivogur;0;6354943;;
1756;DKA;NG;Katsina;13,003712;7,660803;Africa/Lagos;1;Katsina,???????;0;0;;
1757;DKI;AU;Dunk Island;-17,941668;146,13667;Australia/Brisbane;10;Dunk Island,?????? ????,Dunk Adas?,???;0;8358875;;
1758;DKK;US;Dunkirk;42,483334;-79,333336;America/New_York;-5;Dunkirk,???????,????;0;5115495;;
1759;DKL;CA;Kiwigana Lodge;0;0;America/Vancouver;-8;Kiwigana Lodge;0;0;;
1760;DKR;SN;Dakar;14,744975;-17,490194;Africa/Dakar;0;Dakar,Dakar,Dakar,Dakar,Dakar,?????,??????,Dakar,???;0;2253354;;
1761;DKS;RU;Dikson;73,51667;80,36667;Asia/Krasnoyarsk;8;Dikson,??????,Dakar;0;0;;
1762;DKV;AU;Docker River;-24,866667;129,08333;Australia/Darwin;10;Docker River,Docker River,????????????;0;0;;
1763;DLA;CM;Douala;4,01346;9,717018;Africa/Douala;1;Douala,Douala,Duala,Douala,Douala,?????,??????,Douala,???;0;2232593;;
1764;DLB;PG;Dalbertis;0;0;Pacific/Port_Moresby;10;Dalbertis,?????????;0;0;;
1765;DLC;CN;Dalian;38,96102;121,53999;Asia/Shanghai;8;Dalian,Dalian,Dalian,Dalian,Dalian,??????,?????????,Dalian,??;0;1814087;;
1766;DLE;FR;Dole;47,05;5,433333;Europe/Paris;1;Dole,Dole,Dole,Dole,Dole,????,???????,Dole,??;0;3021372;;
1767;DLG;US;Dillingham;59,04246;-158,51472;America/Anchorage;-9;Dillingham,Dillingham,Dillingham,Dillingham,Dillingham,?????????,?????????,Dillingham,???;0;5860695;;
1768;DLH;US;Duluth;46,7866719;-92,1004852;America/Chicago;-6;Duluth,Duluth,Duluth,Duluth,Duluth,?????,?????,Duluth,???;0;5024719;;
1769;DLI;VN;Dalat;11,749689;108,37603;Asia/Ho_Chi_Minh;7;Dalat,Dalat,Dalat,Dalat,Dalat,?????,???????,Dalat,??;0;1584071;;
